Line number,Character (in script),Character (actual),Off screen,Voice-over,Place,Time,Line,Word count
224,Marsellus,Marsellus,TRUE,FALSE,int. apartment (room 49),morning,"I think you're gonna find – when all this shit is over and done – I think you're gonna find yourself one smilin' motherfucker. Thing is Butch, right now you got ability. But painful as it may be, ability don't last. Now that's a hard motherfuckin' fact of life, but it's a fact of life your ass is gonna hafta git realistic about. This business is filled to the brim with unrealistic motherfuckers who thought their ass aged like wine. Besides, even if you went all the way, what would you be? Feather-weight champion of the world. Who gives a shit? I doubt you can even get a credit card based on that.",111
225,Marsellus,Marsellus,TRUE,FALSE,int. apartment (room 49),morning,"Now the night of the fight, you may fell a slight sting, that's pride fuckin' wit ya. Fuck pride! Pride only hurts, it never helps. Fight through that shit. 'Cause a year from now, when you're kickin' it in the Caribbean you're gonna say, ""Marsellus Wallace was right.""",48
226,Butch,Butch,FALSE,FALSE,int. apartment (room 49),morning,I got no problem with that.,6
227,Marsellus,Marsellus,TRUE,FALSE,int. apartment (room 49),morning,"In the fifth, your ass goes down.",7
228,Marsellus,Marsellus,TRUE,FALSE,int. apartment (room 49),morning,Say it!,2
229,Butch,Butch,FALSE,FALSE,int. apartment (room 49),morning,"In the fifth, my ass goes down.",7
230,English Dave,English Dave,FALSE,FALSE,ext. Sally LeRoy's,day,"Vincent Vega, our man in Amsterdam, git your ass on in here.",12
231,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,Where's the big man?,4
232,English Dave,English Dave,FALSE,FALSE,int. Sally LeRoy's,day,"He's over there, finishing up some business.",7
233,English Dave,English Dave,TRUE,FALSE,int. Sally LeRoy's,day,"Hang back for a second or two, and when you see the white boy leave, go on over. In the meanwhile, can I make you an espresso?",27
234,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,How 'bout a cup of just plain lo' American?,9
235,English Dave,English Dave,FALSE,FALSE,int. Sally LeRoy's,day,Comin' up. I hear you're taking Mia out tomorrow?,9
236,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,At Marsellus' request.,3
237,English Dave,English Dave,FALSE,FALSE,int. Sally LeRoy's,day,Have you met Mia?,4
238,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,Not yet.,2
239,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,What's so funny?,3
240,English Dave,English Dave,FALSE,FALSE,int. Sally LeRoy's,day,Not a goddamn thing.,4
241,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,"Look, I'm not a idiot. She's the big man's fuckin' wife. I'm gonna sit across a table, chew my food with my mouth closed, laugh at her jokes and that's all I'm gonna do.",34
242,English Dave,English Dave,FALSE,FALSE,int. Sally LeRoy's,day,"My name's Paul, and this is between y'all.",8
243,Butch,Butch,FALSE,FALSE,int. Sally LeRoy's,day,Can I get a pack'a Red Apples?,7
244,English Dave,English Dave,FALSE,FALSE,int. Sally LeRoy's,day,Filters?,1
245,Butch,Butch,FALSE,FALSE,int. Sally LeRoy's,day,Non.,1
246,Butch,Butch,FALSE,FALSE,int. Sally LeRoy's,day,"Lookin' at somethin', friend?",4
247,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,"I ain't your friend, palooka.",5
248,Butch,Butch,FALSE,FALSE,int. Sally LeRoy's,day,What was that?,3
249,Vincent,Vincent,FALSE,FALSE,int. Sally LeRoy's,day,"I think ya heard me just fine, punchy.",8
250,Marsellus,Marsellus,TRUE,FALSE,int. Sally LeRoy's,day,"Vincent Vega has entered the building, git your ass over here!",11
251,English Dave,English Dave,TRUE,FALSE,int. Sally LeRoy's,day,"Pack of Red Apples, dollar-forty.",5
252,Jody,Jody,FALSE,FALSE,int. Lance's house (kitchen),night,...I'll lend it to you. It's a great book on body piercing.,12
253,Trudi,Trudi,FALSE,FALSE,int. Lance's house (kitchen),night,"You know how they use that gun when they pierce your ears? They don't use that when they pierce your nipples, do they?",23
254,Jody,Jody,FALSE,FALSE,int. Lance's house (kitchen),night,"Forget that gun. That gun goes against the entire idea behind piercing. All of my piercing, sixteen places on my body, every one of 'em done with a needle. Five in each ear. One through the nipple on my left breast. One through my right nostril. One through my left eyebrow. One through my lip. One in my clit. And I wear a stud in my tongue.",67
255,Vincent,Vincent,FALSE,FALSE,int. Lance's house (kitchen),night,"Excuse me, sorry to interrupt. I'm curious, why would you get a stud in your tongue?",16
256,Jody,Jody,FALSE,FALSE,int. Lance's house (kitchen),night,It's a sex thing. It helps fellatio.,7
257,Lance,Lance,TRUE,FALSE,int. Lance's house (kitchen),night,"Vince, you can come in now!",6
258,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"Now this is Panda, from Mexico. Very good stuff. This is Bava, different, but equally good. And this is Choco from the Hartz Mountains of Germany. Now the first two are the same, forty- five an ounce – those are friend prices – but this one... ...this one's a little more expensive. It's fifty-five. But when you shoot it, you'll know where that extra money went. Nothing wrong with the first two. It's real, real, real, good shit. But this one's a fuckin' madman.",82
259,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,"Remember, I just got back from Amsterdam.",7
260,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"Am I a nigger? Are you in Inglewood? No. You're in my house. White people who know the difference between good shit and bad shit, this is the house they come to. My shit, I'll take the Pepsi Challenge with Amsterdam shit any ol' day of the fuckin' week.",49
261,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,That's a bold statement.,4
262,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"This ain't Amsterdam, Vince. This is a seller's market. Coke is fuckin' dead as disco. Heroin's comin' back in a big fuckin' way. It's this whole seventies retro. Bell bottoms, heroin, they're as hot as hell.",36
263,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,"Give me three hundred worth of the madman. If it's as good as you say, I'll be back for a thousand.",21
264,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"I just hope I still have it. Whaddya think of Trudi? She ain't got a boyfriend, wanna hand out an' get high?",22
265,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,Which one's Trudi? The one with all the shit in her face?,12
266,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"No, that's Jody. That's my wife.",6
267,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,I'm on my way somewhere. I got a dinner engagement. Rain check?,12
268,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,No problem?,2
269,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,You don't mind if I shoot up here?,8
270,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"Me casa, su casa.",4
271,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,Mucho gracias.,2
272,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,Still got your Malibu?,4
273,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,You know what some fucker did to it the other day?,11
274,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,What?,1
275,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,Fuckin' keyed it.,3
276,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"Oh man, that's fucked up.",5
277,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,"Tell me about it. I had the goddamn thing in storage three years. It's out five fuckin' days – five days, and some dickless piece of shit fucks with it.",29
278,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,"They should be fuckin' killed. No trial, no jury, straight to execution.",12
279,Vincent,Vincent,FALSE,FALSE,int. Lance's bedroom,night,"I just wish I caught 'em doin' it, ya know? Oh man, I'd give anything to catch 'em doin' it. It'a been worth his doin' it, if I coulda just caught 'em, you know what I mean?",37
280,Lance,Lance,FALSE,FALSE,int. Lance's bedroom,night,It's chicken shit. You don't fuck another man's vehicle.,9
281,Mia,Mia,FALSE,TRUE,ext. Marsellus Wallace's house,night,"Hi, Vincent. I'm getting dressed. The door's open. Come inside and make yourself a drink.",15
282,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,Hello?,1
283,Mia,Mia,FALSE,FALSE,int. Marsellus' house / dressing room,night,Vincent.,1
284,Mia,Mia,FALSE,FALSE,int. Marsellus' house / living room,night,Vincent. I'm on the intercom.,5
285,Mia,Mia,FALSE,FALSE,int. Marsellus' house / dressing room,night,It's on the wall by the two African fellas.,9
286,Mia,Mia,FALSE,FALSE,int. Marsellus' house / living room,night,To your right.,3
287,Mia,Mia,FALSE,FALSE,int. Marsellus' house / living room,night,...warm. Warmer. Disco.,3
288,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,Hello.,1
289,Mia,Mia,FALSE,FALSE,int. Marsellus' house / living room,night,Push the button if you want to talk.,8
290,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,Hello.,1
291,Mia,Mia,FALSE,FALSE,int. Marsellus' house / dressing room,night,"Go make yourself a drink., and I'll be down in two shakes of a lamb's tail.",16
292,Mia,Mia,FALSE,FALSE,int. Marsellus' house / living room,night,The bar's by the fireplace.,5
293,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,Okay.,1
294,Mia,Mia,FALSE,FALSE,int. Marsellus' house / living room,night,Let's go.,2
295,Vincent,Vincent,FALSE,FALSE,ext. Jackrabbit Slim's,night,What the fuck is this place?,6
296,Mia,Mia,FALSE,FALSE,ext. Jackrabbit Slim's,night,This is Jackrabbit Slim's. An Elvis man should love it.,10
297,Vincent,Vincent,FALSE,FALSE,ext. Jackrabbit Slim's,night,"Come on, Mia, let's go get a steak.",8
298,Mia,Mia,FALSE,FALSE,ext. Jackrabbit Slim's,night,"You can get a steak here, daddy-o. Don't be a...",10
299,Vincent,Vincent,FALSE,FALSE,ext. Jackrabbit Slim's,night,"After you, kitty-cat.",3
300,Buddy,Buddy,FALSE,FALSE,int. Jackrabbit Slim's,night,"Hi, I'm Buddy, what can I get'cha?",7
301,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,I'll have the Douglas Sirk steak.,6
302,Buddy,Buddy,FALSE,FALSE,int. Jackrabbit Slim's,night,"How d'ya want it, burnt to a crisp, or bloody as hell?",12
303,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,"Bloody as hell. And to drink, a vanilla coke.",9
304,Buddy,Buddy,FALSE,FALSE,int. Jackrabbit Slim's,night,"How 'bout you, Peggy Sue?",5
305,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,I'll have the Durwood Kirby burger – bloody – and a five-dollar shake.,11
306,Buddy,Buddy,FALSE,FALSE,int. Jackrabbit Slim's,night,"How d'ya want that shake, Martin and Lewis, or Amos and Andy?",12
307,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Martin and Lewis.,3
308,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Did you just order a five-dollar shake?,7
309,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Sure did.,2
310,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,A shake? Milk and ice cream?,6
311,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Uh-huh.,1
312,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,It costs five dollars?,4
313,Buddy,Buddy,FALSE,FALSE,int. Jackrabbit Slim's,night,Yep.,1
314,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,You don't put bourbon in it or anything?,8
315,Buddy,Buddy,FALSE,FALSE,int. Jackrabbit Slim's,night,Nope.,1
316,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Just checking.,2
317,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Whaddya think?,2
318,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,It's like a wax museum with a pulse rate.,9
319,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,What are you doing?,4
320,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Rollin' a smoke.,3
321,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Here?,1
322,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,It's just tobacco.,3
323,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"Oh. Well in that case, will you roll me one, cowboy?",11
324,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,"You can have this one, cowgirl.",6
325,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Thanks.,1
326,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Think nothing of it.,4
327,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Marsellus said you just got back from Amsterdam.,8
328,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Sure did. I heard you did a pilot.,8
329,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,That was my fifteen minutes.,5
330,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,What was it?,3
331,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"It was show about a team of female secret agents called ""Fox Force Five.""",14
332,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,What?,1
333,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"""Fox Force Five."" Fox, as in we're a bunch of foxy chicks. Force, as in we're a force to be reckoned with. Five, as in there's one... two ... three... four... five of us. There was a blonde one, Sommerset O'Neal from that show ""Baton Rouge,"" she was the leader. A Japanese one, a black one, a French one and a brunette one, me. We all had special skills. Sommerset had a photographic memory, the Japanese fox was a kung fu master, the black girl was a demolition expert, the French fox' specialty was sex...",95
334,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,What was your specialty?,4
335,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"Knives. The character I played, Raven McCoy, her background was she was raised by circus performers. So she grew up doing a knife act. According to the show, she was the deadliest woman in the world with a knife. But because she grew up in a circus, she was also something of an acrobat. She could do illusions, she was a trapeze artist – when you're keeping the world safe from evil, you never know when being a trapeze artist's gonna come in handy. And she knew a zillion old jokes her grandfather, an old vaudevillian, taught her. If we woulda got picked up, they woulda worked in a gimmick where every episode I woulda told and ol joke.",118
336,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Do you remember any of the jokes?,7
337,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"Well I only got the chance to say one, 'cause we only did one show.",15
338,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Tell me.,2
339,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,No. It's really corny.,4
340,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,"C'mon, don't be that way.",5
341,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,No. You won't like it and I'll be embarrassed.,9
342,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,You told it in front of fifty million people and you can't tell it to me? I promise I won't laugh.,21
343,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,That's what I'm afraid of.,5
344,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,That's not what I meant and you know it.,9
345,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"You're quite the silver tongue devil, aren't you?",8
346,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,I meant I wouldn't laugh at you.,7
347,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"That's not what you said Vince. Well now I'm definitely not gonna tell ya, 'cause it's been built up too much.",21
348,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,What a gyp.,3
349,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Yummy!,1
350,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Can I have a sip of that? I'd like to know what a five-dollar shake tastes like.,17
351,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Be my guest.,3
352,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"You can use my straw, I don't have kooties.",9
353,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,"Yeah, but maybe I do.",5
354,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Kooties I can handle.,4
355,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,Goddamn! That's a pretty fuckin' good milk shake.,8
356,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Told ya.,2
357,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,"I don't know if it's worth five dollars, but it's pretty fuckin' good.",13
358,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Don't you hate that?,4
359,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,What?,1
360,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,Uncomfortable silences. Why do we feel it's necessary to yak about bullshit in order to be comfortable?,17
361,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,I don't know.,3
362,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"That's when you know you found somebody special. When you can just shit the fuck up for a minute, and comfortably share silence.",23
363,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,"I don't think we're there yet. But don't feel bad, we just met each other.",15
364,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's,night,"Well I'll tell you what, I'll go to the bathroom and powder my nose, while you sit here and think of something to say.",24
365,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's,night,I'll do that.,3
366,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (ladies room),night,I said goddamn!,3
367,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Don't you love it when you go to the bathroom and you come back to find your food waiting for you?,21
368,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,We're lucky we got it at all. Buddy Holly doesn't seem to be much of a waiter. We shoulda sat in Marilyn Monroe's section.,24
369,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Which one, there's two Marilyn Monroes.",6
370,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,No there's not.,3
371,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,That's Marilyn Monroe...,3
372,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"... and that's Mamie Van Doren. I don't see Jayne Mansfield, so it must be her night off.",18
373,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Pretty smart.,2
374,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,I have moments.,3
375,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Did ya think of something to say?,7
376,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Actually, there's something I've wanted to ask you about, but you seem like a nice person, and I didn't want to offend you.",23
377,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Oooohhhh, this doesn't sound like mindless, boring, getting-to-know- you chit-chat. This sounds like you actually have something to say.",19
378,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Only if you promise not to get offended.,8
379,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"You can't promise something like that. I have no idea what you're gonna ask. You could ask me what you're gonna ask me, and my natural response could be to be offended. Then, through no fault of my own, I woulda broken my promise.",44
380,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Then let's just forget it.,5
381,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,That is an impossibility. Trying to forget anything as intriguing as this would be an exercise in futility.,18
382,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Is that a fact?,4
383,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Besides, it's more exciting when you don't have permission.",9
384,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,What do you think about what happened to Antwan?,9
385,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Who's Antwan?,2
386,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Tony Rocky Horror.,3
387,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,He fell out of a window.,6
388,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"That's one way to say it. Another way is, he was thrown out. Another was is, he was thrown out by Marsellus. And even another way is, he was thrown out of a window by Marsellus because of you.",39
389,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Is that a fact?,4
390,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"No it's not, it's just what I heard.",8
391,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Who told you this?,4
392,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,They.,1
393,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"They talk a lot, don't they?",6
394,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,They certainly do.,3
395,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Well don't by shy Vincent, what exactly did they say?",10
396,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Let me help you Bashful, did it involve the F-word?",10
397,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,No. They just said Rocky Horror gave you a foot massage.,11
398,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,And...?,1
399,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"No and, that's it.",4
400,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,You heard Marsellus threw Rocky Horror out of a four-story window because he massaged my feet?,16
401,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Yeah.,1
402,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,And you believed that?,4
403,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"At the time I was told, it seemed reasonable.",9
404,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Marsellus throwing Tony out of a four story window for giving me a foot massage seemed reasonable?,17
405,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"No, it seemed excessive. But that doesn't mean it didn't happen. I heard Marsellus is very protective of you.",19
406,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,A husband being protective of his wife is one thing. A husband almost killing another man for touching his wife's feet is something else.,24
407,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,But did it happen?,4
408,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"The only thing Antwan ever touched of mine was my hand, when he shook it. I met Anwan once – at my wedding – then never again. The truth is, nobody knows why Marsellus tossed Tony Rocky Horror out of that window except Marsellus and Tony Rocky Horror. But when you scamps get together, you're worse than a sewing circle.",58
409,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Ladies and gentlemen, now the moment you've all been waiting for, the worldfamous Jackrabbit Slim's twist contest.",17
410,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,...One lucky couple will win this handsome trophy that Marilyn here is holding.,13
411,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"...Now, who will be our first contestants?",7
412,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Right here.,2
413,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,I wanna dance.,3
414,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"No, no, no no, no, no, no, no.",8
415,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"No, no, no, no, no, no, no. I do believe Marsellus, my husband, your boss, told you to take me out and do whatever I wanted, Now, I want to dance. I want to win. I want that trophy.",39
416,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,All right.,2
417,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"So, dance good.",3
418,Vincent,Vincent,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"All right, you asked for it.",6
419,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Let's hear it for our first contestants.,7
420,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"Now let's meet our first contestants here this evening. Young lady, what is your name?",15
421,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Missus Mia Wallace.,3
422,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"And, uh, how 'bout your fella here?",7
423,Mia,Mia,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,Vincent Vega.,2
424,Ed Sullivan,Ed Sullivan,FALSE,FALSE,int. Jackrabbit Slim's (dining area),night,"All right, let's see what you can do. Take it away!",11
425,Vincent,Vincent,FALSE,FALSE,int. Marsellus Wallace's home,night,Was than an uncomfortable silence?,5
426,Mia,Mia,FALSE,FALSE,int. Marsellus Wallace's home,night,I don't know what that was. Music and drinks!,9
427,Vincent,Vincent,FALSE,FALSE,int. Marsellus Wallace's home,night,I'm gonna take a piss.,5
428,Mia,Mia,FALSE,FALSE,int. Marsellus Wallace's home,night,"That was a little bit more information than I needed to know, but go right ahead.",16
429,Mia,Mia,FALSE,FALSE,int. Marsellus Wallace's home,night,"Disco! Vince, you little cola nut, you've been holding out on me.",12
430,Vincent,Vincent,FALSE,FALSE,int. bathroom (Marsellus Wallace's house),night,"One drink and leave. Don't be rude, but drink your drink quickly, say goodbye, walk out the door, get in your car, and go down the road.",27
431,Vincent,Vincent,FALSE,FALSE,int. bathroom (Marsellus Wallace's house),night,"...It's a moral test of yourself, whether or not you can maintain loyalty. Because when people are loyal to each other, that's very meaningful.",24
432,Vincent,Vincent,FALSE,FALSE,int. bathroom (Marsellus Wallace's house),night,"So you're gonna go out there, drink your drink, say ""Goodnight, I've had a very lovely evening,"" go home, and jack off. And that's all you're gonna do.",28
433,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,Jesus Christ!,2
434,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,Mia! MIA! What the hell happened?,6
435,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,"I'll be a son-of-a-bitch. Mia! MIA! What did you take? Answer me honey, what did you take?",17
436,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,"Okay honey, we're getting you on your feet.",8
437,Vincent,Vincent,FALSE,FALSE,int. Marsellus' house / living room,night,"We're on our feet now, and now we're gonna talk out to the car. Here we go, watch us walk.",20
438,Preacher (Emil Simkus),Preacher (Emil Simkus),FALSE,FALSE,int. Lance's house,night,"Hold hands, you love birds.",5
439,Jody,Jody,TRUE,FALSE,int. Lance's house,night,Lance! The phone's ringing!,4
440,Lance,Lance,FALSE,FALSE,int. Lance's house,night,I can hear it!,4
441,Jody,Jody,TRUE,FALSE,int. Lance's house,night,I thought you told those fuckin' assholes never to call this late!,12
442,Lance,Lance,FALSE,FALSE,int. Lance's house,night,"I told 'em and that's what I'm gonna tell this fuckin' asshole right now! Hello, do you know how late it is? You're not supposed to be callin' me this fuckin' late.",32
